question,context,lang,answerable,answer_start,answer,answer_inlang,had_good_te,will_be_pseudo
క్రికెట్‌ ఎక్కడ పుట్టింది?,"Given Derrick's age, it was about half a century earlier when he was at school and so it is certain that cricket was being played c. 1550 by boys in Surrey. The view that it was originally a children's game is reinforced by Randle Cotgrave's 1611 English-French dictionary in which he defined the noun """"crosse"""" as ""the crooked staff wherewith boys play at cricket"" and the verb form """"crosser"""" as ""to play at cricket"".",te,True,130,c. 1550,సి. 1550,False,True
కొత్తజంట చిత్ర దర్శకుడు ఎవరు?,"Kotha Janta (, ) is a Telugu film directed by Maruthi and produced by Bunny Vasu on the prestigious Geetha Arts Banner. It stars Allu Sirish and Regina Cassandra in the lead roles. The film released on 1 May 2014 to mixed reviews from critics but positive response from the movie viewers due to its high comedy content. The film was a commercial hit.",te,True,46,Maruthi,మరుతి,False,True
విశాఖపట్నం భారత ఏ నౌకా దళ కమాండుకు కేంద్రంగా ఉంది?,"The Eastern Naval Command of the Indian Navy is one of its three major formations. It utilizes Visakhapatnam as its headquarters, and has bases there and at Kolkata. It is the first and largest naval command in India.",te,True,4,Eastern Naval Command,తూర్పు నావికాదళ కమాండ్,False,True
ద్రావితం అంటే ఏంటి?,"A liquid is a nearly incompressible fluid that conforms to the shape of its container but retains a (nearly) constant volume independent of pressure. As such, it is one of the four fundamental states of matter (the others being solid, gas, and plasma), and is the only state with a definite volume but no fixed shape. A liquid is made up of tiny vibrating particles of matter, such as atoms, held together by intermolecular bonds. Water is, by far, the most common liquid on Earth. Like a gas, a liquid is able to flow and take the shape of a container. Most liquids resist compression, although others can be compressed. Unlike a gas, a liquid does not disperse to fill every space of a container, and maintains a fairly constant density. A distinctive property of the liquid state is surface tension, leading to wetting phenomena.",te,True,14,nearly incompressible fluid that conforms to the shape of its container but retains a (nearly) constant volume independent of pressure,"దాదాపుగా కంప్రెస్ చేయలేని ద్రవం, ఇది దాని కంటైనర్ ఆకృతికి అనుగుణంగా ఉంటుంది, కానీ ఒత్తిడి నుండి స్వతంత్రంగా (దాదాపుగా) స్థిరమైన వాల్యూమ్ను కలిగి ఉంటుంది",False,True
శ్రీ కృష్ణదేవ రాయలు విజయనగర సామ్రాజ్యాన్ని ఎన్ని సంవత్సరాలు పాలించాడు?,"Krishnadevaraya (IAST ) was an emperor of the Vijayanagara Empire who reigned from 1509–1529. He is the third ruler of the Tuluva Dynasty. Presiding over the empire at its zenith, he is regarded as an icon by many Indians. Krishna Deva Raya earned the titles ""Kannada Rajya Rama Ramana"" (""lit"", ""Lord of the Kannada empire""), ""Andhra Bhoja"" (""lit"", ""Bhoja for Telugu Literature"") and ""Mooru Rayara Ganda"" (""lit"", ""King of Three Kings""). He became the dominant ruler of the peninsula of India by defeating the Sultans of Bijapur, Golconda, the Bahmani Sultanate and the Gajapatis of Odisha. He was one of the most powerful of all the Hindu rulers of India. Indeed, when the Mughal Emperor Babur was taking stock of the potentates of north India, Krishnadevaraya was rated the most powerful and had the most extensive empire in the subcontinent.",te,True,83,1509–1529,1509 1529,False,True
భారతదేశంలో పులికాట్ సరస్సు ఏ రాష్ట్రంలో ఉంది?,"The Tamil Nadu part of the lake is north of Chennai and the nearest airport and major railway station are in Chennai. The nearest suburban railway station is at Ponneri. To reach Pulicat on the National Highway 5 from Chennai, drive north toward Nellore, after , turn right towards Ponneri village and continue to Pulicat village. Sullurpeta station is from Sriharikota. The Buckingham Canal on the western side of the lagoon is the navigation route through the lake used by cargo and passenger vessels.",te,True,44,Chennai,చెన్నై,False,True
ఢిల్లీ పోలీస్ ఏర్పడిన సంవత్సరం ఏది ?,"Delhi Police has its origin in a small security force, established in 1854, under the assistant of British Resident to the Mughal Imperial Courts. Founded in 1861 after the adoption of the Indian Police Act, Delhi Police remained a part of the Punjab Police until India gained independence in 1947.",te,True,70,1854,1854 సంవత్సరము,False,True
భలే భలే మగాడివోయ్ చిత్ర కథానాయిక ఎవరు ?,"Bhale Bhale Magadivoy () is a 2015 Indian Telugu-language romantic comedy film written and directed by Maruthi Dasari. Jointly produced by Bunny Vasu, V. Vamsi Krishna Reddy, and Pramod Uppalapati under their production companies GA2 Pictures and UV Creations, ""Bhale Bhale Magadivoy"" features Nani and Lavanya Tripathi in the lead roles, and Murli Sharma, Ajay, Naresh, Sithara, and Vennela Kishore in supporting roles. The film revolves around Lucky, an absent-minded plant scientist and his efforts to hide his inherent memory-related flaws from Nandana, a benevolent kuchipudi dancer with whom he is in a relationship.",te,True,303,Lavanya Tripathi,లావణ్య త్రిపాఠి,False,True
గూగుల్ పే యాప్ ని ఏ సంవత్సరంలో విడుదల చేసారు ?,"Google demonstrated the original version of the service at a press conference on May 26, 2011. The first app was released in the US only on September 19, 2011.",te,True,154,2011,2011 సంవత్సరము,False,True
భారత ప్రభుత్వం ఐదు వందల రూపాల నోటు ను ఎప్పుడు రద్దు చేసింది?,Starting from midnight 8 November 2016 all ₹500 and ₹1000 banknotes of the Mahatma Gandhi Series ceased to be a form of legal tender after a televised address to India by Prime Minister Narendra Modi.,te,True,34,2016,2016 సంవత్సరం,False,True
జాతీయోద్యమం ఎప్పుడు మొదలయింది ?,"The Pakistan National Movement was founded in 1933 by Choudhry Rahmat Ali who is also credited with creating the name ""Pakistan"", for a separate Muslim homeland in South Asia. After publishing the declaration Now or Never, he felt the need of putting up a co-operative effort to publicize and promote his ideas. He started the movement by publishing an eight-page pamphlet.",te,True,46,1933,1933,False,True
2010 నాటికి కరీంనగర్ జిల్లాలో అక్షరాస్యత శాతం ఎంత?,"Karimnagar city has a literacy rate of 85.82%, which is highest urban literacy rate in Telangana state. Karimnagar urban agglomeration has a literacy rate of 84.93% which is almost equal to the National Urban average of 85%. The literacy rate for males and females for Karimnagar urban region stood at 91.06% and 78.69% respectively.",te,True,225,The literacy rate for males and females for Karimnagar urban region stood at 91.06% and 78.69% respectively,"కరీమ్ నగర్ పట్టణ ప్రాంతంలో పురుషుల, మహిళల అక్షరాస్యత రేటు వరుసగా 91.06% మరియు 78.69% గా ఉంది.",False,True
టూపాక్ షకుర్ పై కాల్పులు ఎక్కడ జరిగాయి?,"Tupac Shakur, a highly successful American hip hop artist, was fatally shot on September 7th, 1996, in a drive-by shooting in Las Vegas, Nevada. He was 25 years old. The shooting occurred at 11:15 p.m. Pacific time when the car carrying Shakur was stopped at a red light at East Flamingo Road and Koval Lane. Shakur was struck by four .40 caliber rounds fired from a Glock: two in the chest, one in the arm, and one in the thigh. He died from his wounds six days later.",te,True,0,"Tupac Shakur, a highly successful American hip hop artist, was fatally shot on September 7th, 1996","యుఎస్ హిప్ హాప్ కళాకారుడు తుప్యాక్ షకుర్, 1996 సెప్టెంబర్ 7వ తేదీన హత్యకు గురయ్యాడు.",False,True
ఆంధ్ర ప్రదేశ్ రాష్ట్రంలో ప్రవహించే అతి పెద్ద నది ఏది?,"Its course is relatively non-significant except for receiving two smaller streams – Indrayani and Masuli – merging at its left and right banks respectively. Within the last taluka of the district Parbhani, Purna, the river drains a major tributary of the same name: Purna",te,True,62,two smaller streams – Indrayani and Masuli,"రెండు చిన్న ప్రవాహాలు  ఇంద్రయానీ, మసులి",False,True
ఇమేజ్ సెన్సర్ లు ఎన్ని రకాలు ?,"The two major types of digital image sensor are CCD and CMOS. A CCD sensor has one amplifier for all the pixels, while each pixel in a CMOS active-pixel sensor has its own amplifier. Compared to CCDs, CMOS sensors use less power. Cameras with a small sensor use a back-side-illuminated CMOS (BSI-CMOS) sensor. Overall final image quality is more dependent on the image processing capability of the camera, than on sensor type.",te,True,0,The two major types of digital image sensor are CCD and CMOS,డిజిటల్ ఇమేజ్ సెన్సార్ యొక్క రెండు ప్రధాన రకాలు CCD మరియు CMOS,False,True
టిగ్ ఎప్పటి నుండి వాడుకలోకి వచ్చింది?,"Russell Meredith of Northrop Aircraft perfected the process in 1941. Meredith named the process Heliarc because it used a tungsten electrode arc and helium as a shielding gas, but it is often referred to as tungsten inert gas welding (TIG). The American Welding Society's official term is gas tungsten arc welding (GTAW). Linde Air Products developed a wide range of air-cooled and water-cooled torches, gas lenses to improve shielding, and other accessories that increased the use of the process. Initially, the electrode overheated quickly and, despite tungsten's high melting temperature, particles of tungsten were transferred to the weld. To address this problem, the polarity of the electrode was changed from positive to negative, but the change made it unsuitable for welding many non-ferrous materials. Finally, the development of alternating current units made it possible to stabilize the arc and produce high quality aluminum and magnesium welds.",te,True,63,1941,1941,False,True
ఆముక్తమాల్యద పుస్తకాన్ని శ్రీ కృష్ణదేవరాయలు ఎప్పుడు రచించాడు?,"Krishnadevaraya was the king of the Vijayanagara Empire reigning between 1509–1530. He was the third ruler of the Tuluva Dynasty, and presided over the Vijaynagar empire at its zenith. Krishna Deva Raya earned the titles of ""Kannada Rajya Rama Ramana"" (""lit"", ""Lord of the Kannada empire""), ""Andhra Bhoja"" and ""Mooru Rayara Ganda"" (""lit"", ""King of three Kings""). He became the dominant ruler of the peninsula of India by defeating the Sultans of Bijapur, Golconda, the Bahmani Sultanate and the Gajapati Kingdom of Orissa.",te,True,73,1509–1530,1509 1530,False,True
విద్య చిత్ర దర్శకుడు ఎవరు?,"Vidya is 1948 Bollywood family drama film directed by Girish Trivedi, starring Dev Anand, Suraiya and Madan Puri.",te,True,54,Girish Trivedi,గిరిష్ త్రివేది,False,True
ఇన్స్టంట్ కెమెరాను ఏ సంవత్సరంలో కనుగొన్నారు?,"The instant camera is a type of camera which uses self-developing film to create a chemically developed print shortly after taking the picture. Polaroid Corporation pioneered (and patented) consumer-friendly instant cameras and film, and were followed by various other manufacturers.
The invention of commercially viable instant cameras which were easy to use is generally credited to American scientist Edwin Land, who unveiled the first commercial instant camera, the model 95 Land Camera, in 1948, a year after unveiling instant film in New York City. The earliest instant camera, which consisted of a camera and portable wet darkroom in a single compartment, was invented in 1923 by Samuel Shlafrock.",te,True,679,1923,1923,False,True
విశాఖపట్నం జిల్లాలో ఎన్ని లోక్‌సభ నియోజకవర్గాలు ఉన్నాయి?,Visakhapatnam Lok Sabha constituency is one of the 25 Lok Sabha (Lower House of the Parliament) constituencies in Andhra Pradesh state in southern India.,te,True,51,25,25,False,True
జనకుడు కూతురి పేరేమిటి?,"Janaka is the father of Sita, the wife of God Ram in the Hindu epic Ramayana. His conversation with Ashtavakra is recorded as Ashtavakra Gita, wherein he is depicted as one realised and this tested by the sage Ashtavakra. Many spiritual teachers have referred to this writing often translating and deducing its meaning.",te,True,24,Sita,సీతా,False,True
ఆంధ్ర విశ్వవిద్యాలయం మొట్టమొదటి ఉప కులపతి ఎవరు?,"Andhra University was established in 1926 by the Madras University Act to serve the entire linguistic region of Andhra as a residential teaching-cum-affiliating University. The institution has Sir C.R. Reddy as its founder Vice-Chancellor and Sarvepalli Radhakrishnan as the second Vice-Chancellor. Mir Osman Ali Khan, The Seventh Nizam of Hyderabad, donated lakh for the university.",te,True,193,Sir C.R. Reddy,సర్ సి. ఆర్. రెడ్డీ,False,True
ప్రపంచంలో అతి పొడవైన రహదారి పొడవు ఎంత ?,"The Pan-American Highway is a network of roads stretching across the American continents and measuring about in total length. Except for a rainforest break of approximately , called the Darién Gap, the roads link almost all of the Pacific coastal countries of the Americas in a connected highway system. According to ""Guinness World Records"", the Pan-American Highway is the world's longest ""motorable road"". However, because of the Darién Gap, it is not possible to cross between South America and Central America with conventional highway vehicles. Without an all-terrain vehicle, it is necessary to circumnavigate this terrestrial stretch by sea.",te,True,4,Pan-American Highway,పాన్-అమెరికన్ హైవే,False,True
నల్ల మిరియాలు శాస్త్రీయ నామం ఏమిటి ?,"The misleading name ""pepper"" was given by Europeans when Christopher Columbus brought the plant back to Europe. At that time, black pepper (peppercorns), from the unrelated plant ""Piper nigrum"" originating from India, was a highly prized condiment; the name ""pepper"" was at that time applied in Europe to all known spices with a hot and pungent taste and was therefore naturally extended to the newly discovered genus ""Capsicum"". The most commonly used alternative name of the plant family, ""chile"", is of Mexican origin, from the Nahuatl word ""chilli"". Botanically speaking, bell peppers are fruits; however, they are considered vegetables in culinary contexts.",te,True,418,"""Capsicum","""కాప్సికమ్",False,True
కాకతీయుల సామ్రాజ్యం పేరు ఏమిటి?,"The 12th and 13th centuries saw the emergence of the Kakatiya dynasty. The Kakatiyas are known for their famous architecture such as Warangal Fort, Ramappa Temple, Thousand Pillar Temple and Kota Gullu.",te,True,53,Kakatiya dynasty,కాకాటియా రాజవంశం,False,True
పరమేశ్వరుడి మేడలో ఏ ప్రాణి ఉంటుంది?,"The iconographical attributes of Shiva are the serpent around his neck, the adorning crescent moon, the holy river Ganga flowing from his matted hair, the third eye on his forehead, the trishula or trident, as his weapon, and the damaru drum. He is usually worshipped in the aniconic form of Lingam. Shiva is a pan-Hindu deity, revered widely by Hindus, in India, Nepal and Sri Lanka.",te,True,47,serpent,పాము,False,True
ఓరుగల్లు ఏ రాజ్యానికి రాజధాని?,"The Kakatiya base was the city of Orugallu in the dry uplands of northern Telangana on the Deccan Plateau. From there they expanded their influence into Coastal Andhra, the delta between the Godavari and Krishna rivers that feed into the Bay of Bengal. According to Rao and Shulman, the latter contained a high proportion of Brahmins while the former was the haunt of ""peasants, artisans and warriors"". Under the Kakatiyas, cultural innovation often began in the uplands, was refined in the lowlands and then recycled back into the Deccan. This bi-directional flow of cultural influences brought into being a feeling of cultural affinity between those who spoke the Telugu language where nothing of that nature had previously existed. The unification of the distinct upland and lowland cultures was their most significant political achievement, achieved through a process of binding many locally powerful figures in allegiance to the empire.",te,True,4,Kakatiya,కాకతీయా,False,True
2018 నాటికి ఖమ్మం జిల్లాలో గోదావరి నది పై ఎన్ని వంతెనలు ఉన్నాయి?,There are 4 bridges spanning the river between East Godavari and West Godavari districts.,te,True,10,4,4,False,True
మహా శివుడి మెడలో ఏ ప్రాణి ఉంటుంది?,"The iconographical attributes of Shiva are the serpent around his neck, the adorning crescent moon, the holy river Ganga flowing from his matted hair, the third eye on his forehead, the trishula or trident, as his weapon, and the damaru drum. He is usually worshipped in the aniconic form of Lingam. Shiva is a pan-Hindu deity, revered widely by Hindus, in India, Nepal and Sri Lanka.",te,True,47,serpent,పాము,False,True
ఈత చెట్టు యొక్క శాస్త్రీయ నామం ఏంటి?,"Phoenix dactylifera, commonly known as date or date palm, is a flowering plant species in the palm family, Arecaceae, cultivated for its edible sweet fruit. Dates are also well known for being odorless. Although its place of origin is unknown because of long cultivation, it probably originated from the Fertile Crescent region straddling between Egypt and Mesopotamia. The species is widely cultivated across Northern Africa, The Middle East, The Horn of Africa and South Asia, and is naturalized in many tropical and subtropical regions worldwide. ""P. dactylifera"" is the type species of genus ""Phoenix"", which contains 12–19 species of wild date palms, and is the major source of commercial production.",te,True,597,Phoenix,ఫెనిక్స్,False,True
2016 నాటికి ఆలమూరు మండలంలో అత్యంత జనాభా కలిగిన గ్రామం ఏది?,"According to the 2011 census, Penumantra Mandal has 16 settlements made up of small villages. Penumantra is the most populated village and Mallipudi is the least.",te,True,30,Penumantra Mandal has 16 settlements made up of small villages. Penumantra is the most populated village,పెనుమంత్రా మండలంలో చిన్న గ్రామాలతో కూడిన 16 స్థావరాలు ఉన్నాయి. పెనుమంత్రా అత్యంత జనాభా కలిగిన గ్రామం,False,True
2019లో ఆంధ్ర ప్రదేశ్ రాష్ట్రములో మొత్తం ఎన్ని శాసనసభ నియోజకవర్గాలు ఉన్నాయి?,"The TDP's withdrawal from the National Democratic Alliance in March 2018 following the disputes between the TDP and the Bharatiya Janata Party (BJP) regarding the 
Special Category Status (SCS), a part of the Andhra Pradesh Reorganisation Act, 2014 has resulted in competition between the two parties. A few weeks later, the BJP announced that they will contest in all 175 assembly constituencies in the state. Head of YSR Congress Party and leader of the opposition in the fourteenth assembly, Y. S. Jaganmohan Reddy has been campaigning in the state since November 2017. As part of the campaign, Reddy had walked over on foot, across the state as of Oct 2018. Meanwhile, Pawan Kalyan's JSP had been gaining significant support in Uttarandhra (North Coastal Andhra Pradesh).",te,True,369,175,175,False,True
అమెరికా జాతీయ జెండాలో ఎన్ని నక్షత్రాలు ఉంటాయి?,"The flag of the United States of America, often referred to as the American flag, is the national flag of the United States. It consists of thirteen equal horizontal stripes of red (top and bottom) alternating with white, with a blue rectangle in the canton (referred to specifically as the ""union"") bearing fifty small, white, five-pointed stars arranged in nine offset horizontal rows, where rows of six stars (top and bottom) alternate with rows of five stars. The 50 stars on the flag represent the 50 states of the United States of America, and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain, and became the first states in the U.S. Nicknames for the flag include the Stars and Stripes, Old Glory, and the Star-Spangled Banner.",te,True,468,50,50,False,True
2016లో విశాఖపట్నం జిల్లాలో ఎన్ని అంతర్జాతీయ క్రికెట్ స్టేడియంలు ఉన్నాయి?,"Cricket is the most popular sport, followed by tennis and football. Visakhapatnam is home to a number of local cricket teams participating in district and zonal matches. Gully cricket (a form of cricket played in streets or parks) is a popular sport among local youth. Visakhapatnam co-hosted the 32nd National Games alongside Hyderabad in 2002. The city has seven cricket stadiums, which are used for Ranji Trophy matches; two of these stadiums have been used for one day international matches. Indira Priyadarshini Stadium, also known as the Municipal Corporation Stadium, hosted the first ODI match on 9 December 1988 and the last ODI on 3 April 2001. The stadium has been discontinued in favour of the new ACA-VDCA Stadium in Madhurawada.",te,True,424,two,రెండు,False,True
సాంద్రతని కొలిచే పరికరం ఏది ?,"A density meter, also known as a densimeter, is a device that measures the density. Density is usually abbreviated as either formula_1 or formula_2. Typically, density either has the units of ""formula_3"" or ""formula_4"". The most basic principle of how density is calculated is by the formula:",te,True,2,density meter,సాంద్రత కొలత,False,True
నేహా ధుపియా తన మొదటి ఫిల్మ్‌ఫేర్ అవార్డ్ ను ఏ చిత్రానికి అందుకున్నాడు?,"The film stars Vidya Balan as the titular character, an ambitious housewife who becomes a radio jockey for a late-night relationship advice show. Manav Kaul and Neha Dhupia co-star as Sulu's husband and boss, respectively. ""Tumhari Sulu"" was released worldwide on 17 November 2017, both critical and box office success earned over 584 million on a 200 million budget. The film received nine Filmfare Award nominations and won the Best Actress award for Vidya. It was remade in Tamil as ""Kaatrin Mozhi"" (2018) with Jyothika reprising Vidya's role.",te,True,224,Tumhari Sulu,తుమహరి సులు,False,True
తెలుగులో మొదటగా విడుదలైన సినిమా పేరేమిటి?,"Telugu cinema, also known by its sobriquet Tollywood, is the segment of Indian cinema dedicated to the production of motion pictures in the Telugu language, based in Film Nagar, a neighborhood of Hyderabad, Telangana. Since 1909, film maker Raghupathi Venkaiah was involved in producing short films and travelling to different regions in Asia to promote film work. In 1921, he produced the first Telugu silent film, ""Bhishma Pratigna"". He is cited as the father of Telugu cinema. Tollywood is second largest Film industry in India .",te,True,417,Bhishma Pratigna,భీష్మా ప్రతీగ్నా,False,True
ప్రపంచంలో అతి చిన్న నది ఏది?,"The D River is a river in Lincoln City, Oregon, United States. The once-nameless river was at one time the ""shortest river in the world"" in the ""Guinness World Records"" at . ",te,True,4,D River,D నది,False,True
ఇస్రో సంస్థ ప్రధాన కార్యాలయం ఎక్కడ ఉంది?,"The Indian Space Research Organisation (ISRO, ) is the space agency of the Government of India headquartered in the city of Bengaluru. Its vision is to ""harness space technology for national development while pursuing space science research and planetary exploration.""",te,True,124,Bengaluru,బెంగళూరు,False,True
విజయవాడలో ఉన్న అతిపెద్ద హిందూ దేవాలయం పేరు ఏంటి?,"Kanaka Durga Temple is a famous hindu Temple of Goddess Durga located in Vijayawada, Andhra Pradesh. The temple is located on the Indrakeeladri hill, on the banks of Krishna River. Kaalika puraana, Durgaa sapthashati and other vedic literature have mentioned about Goddess Kanaka Durga on the Indrakeelaadri and have described the deity as Swayambhu, (self-manifested) in Triteeya kalpa.",te,True,0,Kanaka Durga Temple,కానకా దుర్గా ఆలయం,False,True
కరక్కాయ ని ఆంగ్లములో ఏమంటారు?,"Terminalia chebula, commonly known as black- or chebulic myrobalan, is a species of ""Terminalia"", native to South Asia from India and Nepal east to southwest China (Yunnan), and south to Sri Lanka, Malaysia, and Vietnam.",te,True,48,chebulic myrobalan,చెబులిక్ మిరోబలాన్,False,True
నాయకుడు చిత్ర మొదటగా ఎప్పుడు విడుదల అయ్యింది?,"Nayak: The Real Hero is a 2001 Indian Hindi-language political thriller film directed by S. Shankar and starring Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal and Johnny Lever in the lead roles. The film is a remake of S. Shankar's successful Tamil film ""Mudhalvan"" (1999). The film's score and soundtrack, composed by A. R. Rahman, were reused from ""Mudhalvan"" with Hindi lyrics. It was critically acclaimed and has since developed a mass cult following among audience. It did Amazing box office collections and was blockbuster. It was one of the most expensive films to be completely shot in India. Over the years it has emerged as a cult film due to its strong fan following. At the same time this film was remade in Bangladesh named ""Minister"" directed by Kazi Hayat starring Manna, Moushumi, Dildar and Kazi Hayat",te,True,26,2001,2001 వ సంవత్సరం,False,True
విజయవాడలో ఉన్న ప్రముఖ హిందూ దేవాలయం పేరు ఏంటి?,"The city is known for its landmarks such as Prakasham Barrage across the Krishna river; ""Krishnaveni Mandapam"" (River Museum) depicting the history of Krishna river and a nearby idol of the river known as Krishnaveni statue; Gandhi Hill, the first Mahatma Gandhi Memorial in the country, an elevation of 500 ft on the on a hill; Bhavani Island, one of the largest river island amidst Krishna River. The Kanaka Durga Temple is a Hindu temple of Goddess Durga on the Indrakeeladri hill, on the banks of Krishna River. The deity is described as Swayambhu (self-manifested) in Triteeya kalpa. Akkana Madanna cave temple is a rock-cut temple which is located at the lower reach of the Indrakeeladri temple. 'Vijayavatika' and 'Bezawada' are the old names of present Vijayawada.",te,True,403,Kanaka Durga Temple,కానకా దుర్గా ఆలయం,False,True
జ్యోతిష శాస్త్రమును తమిళంలో ఏమంటారు?,"The basic concept of Nadi Astrology is ""Nadi"" (). There are 150 Nādis in a sign or Rāshi (Rāsi); one sign is 30 degrees of the zodiac 360. Twelve signs of zodiac are grouped into three categories: Movable (Chara), Fixed (Sthira) and Dual (Dvisvabhāva) signs. The nomenclature of 150 Nādis is peculiar to each of these three types of signs. There are 1,800 Nādis in 360 degrees. Numbers and names of Nādis are identical among all four Chara signs. Among all four Sthira signs, numbers and names of Nādis are identical, but numbering is different from those in Chara and Dvisvabhāva signs. Similarly, numbering of Nādis in all four Dvisvabhāva signs are identical among themselves, but different from Chara or Sthira signs. For instance, the first Nādi in Chara signs such as Aries is Vasudhā Nādi, but in Sthira signs the order is reversed and Vasudhā is 150th Nādi. In Dvisvabhāva signs such as Gemini, Vasudhā is 76th Nādi; that is, from the middle of 150. Thus, there are 450 distinctive names and numbers in the full zodiac. Nādi texts use this concept of Nādi as the basic unit for prediction. That is why they are called ""Nādi amshas"".",te,True,40,Nadi,నాడి,False,True
2009నాటికి ఆంధ్రప్రదేశ్ రాష్ట్ర మొదటి ముఖ్యమంత్రి ఎవరు?,"Konijeti Rosaiah (born 4 July 1933) is an Indian politician who was Chief Minister of Andhra Pradesh from 2009 to 2010 and Governor of Tamil Nadu from 2011 to 2016. He was previously an MLC, MLA and MP from the Indian National Congress numerous times and handled many ministerial posts over his long political career spanning over half a century. He is one of the most experienced political leaders in the state of Andhra Pradesh and his role as the Finance minister is very well recognized.",te,True,0,Konijeti Rosaiah,కోనిజెటి రోసాయా,False,True
త్రిశూర్ పట్టణ విస్తీర్ణం ఎంత?,"Thrissur Municipal Corporation is spread over an area of 101.42 km2. The city alone accounts for 38% of the urban population in the Thrissur District. Thrissur Urban Development Authority area encompasses the municipal corporation area and adjoining panchayats. The total area under municipal corporation jurisdiction is 101.42 km2, and the area under the Panchayats is 18.83 km2 Together, these constitute an area covering 120.25 km2.",te,True,57,101.42 km2,101.42 km2,False,True
1991 భారత జనగణన గణాంకాల ప్రకారం హైలకండి జిల్లా జనాభా ఎంత ?,"According to the 2011 census, Hailakandi district has a population of 659,260, roughly equal to the nation of Montenegro or the US state of North Dakota. This gives it a ranking of 509th in India (out of a total of 640). The district has a population density of . Its population growth rate over the decade 2001-2011 was 21.44%. Hailakandi has a sex ratio of 946 females for every 1000 males, and a literacy rate of 75.26%.",te,True,70,"659,260","659,260",False,True
"అమెరికన్ ఎయిర్‌లైన్స్, ఇంక్ ని ఎప్పుడు స్థాపించారు ?",American Airlines was started in 1930 via a union of more than eighty small airlines.,te,True,33,1930,1930లో,False,True
విమానాన్ని నడిపిన మొదటి స్త్రీ ఎవరు?,"The first woman known to fly was Élisabeth Thible, who was a passenger in an untethered hot air balloon, which flew above Lyon, France in 1784. Four years later, Jeanne Labrosse became the first woman to fly solo in a balloon and would become the first woman to parachute, as well. Sophie Blanchard took her first balloon flight in 1804, was performing as a professional aeronaut by 1810 and was made Napoleon's chief of air service in 1811. Blanchard, the first woman who was a professional in the air, died in a spectacular crash in 1819. In June 1903, Aida de Acosta, an American woman vacationing in Paris, convinced Alberto Santos-Dumont, pioneer of dirigibles to allow her to pilot his airship, becoming probably the first woman to pilot a motorized aircraft.",te,True,555,Aida de Acosta,ఎయిడా డి అకోస్టా,False,True
బీజగణిత పితామహుడు ఎవరు?,"In the context where algebra is identified with the theory of equations, the Greek mathematician Diophantus has traditionally been known as the ""father of algebra"" and in context where it is identified with rules for manipulating and solving equations, Persian mathematician al-Khwarizmi is regarded as ""the father of algebra"". A debate now exists whether who (in general sense) is more entitled to be known as ""the father of algebra"". Those who support Diophantus point to the fact that the algebra found in ""Al-Jabr"" is slightly more elementary than the algebra found in ""Arithmetica"" and that ""Arithmetica"" is syncopated while ""Al-Jabr"" is fully rhetorical. Those who support Al-Khwarizmi point to the fact that he introduced the methods of ""reduction"" and ""balancing"" (the transposition of subtracted terms to the other side of an equation, that is, the cancellation of like terms on opposite sides of the equation) which the term ""al-jabr"" originally referred to, and that he gave an exhaustive explanation of solving quadratic equations, supported by geometric proofs, while treating algebra as an independent discipline in its own right. His algebra was also no longer concerned ""with a series of problems to be resolved, but an exposition which starts with primitive terms in which the combinations must give all possible prototypes for equations, which henceforward explicitly constitute the true object of study"". He also studied an equation for its own sake and ""in a generic manner, insofar as it does not simply emerge in the course of solving a problem, but is specifically called on to define an infinite class of problems"".",te,True,97,Diophantus,డియోఫాంటాస్,False,True
జమ్మూ అండ్ కాశ్మీర్ రాష్ట్ర అధికారిక భాష ఏది?,"Urdu is also one of the officially recognized languages in India and the official language of Jammu and Kashmir, one of the two official languages of Telangana and also has the status of """"additional official language"""" in the Indian states of Uttar Pradesh, Bihar, Jharkhand, West Bengal and the national capital, New Delhi.",te,True,0,Urdu,ఉర్దూ,False,True
2018 నాటికి గుంటూరు జిల్లాలో ఎన్ని రెవెన్యూ విభాగాలు ఉన్నాయి?,"The district is divided into four Revenue divisions, namely, Guntur, Tenali, Narasaraopet and Gurazala. These are sub-divided into 57 Mandals, which are in turn divided as 57 Panchayat Samiti (Block)s, 712 villages and 14 towns. These 14 towns includes, 1 municipal corporation, 12 municipalities and 1 census town. Gurazala revenue division was newly formed in the year 2013. Guntur city is the only municipal corporation and district headquarter another Vaddeswaram is categorised as a census town. The 12 municipalities in the district are Mangalagiri, Sattenapalli, Tadepalle, Tenali, Ponnur, Bapatla, Repalle, Narasaraopet, Chilakaluripet, Vinukonda, Macherla, Piduguralla.",te,True,29,four,నాలుగు,False,True
రేడియో తరంగాల  పౌనఃపున్యం ఎంత?,"Radio waves are a type of electromagnetic radiation with wavelengths in the electromagnetic spectrum longer than infrared light. Radio waves have frequencies as high as 300 gigahertz (GHz) to as low as 30 hertz (Hz). At 300 GHz, the corresponding wavelength is 1 mm, and at 30 Hz is 10,000 km. Like all other electromagnetic waves, radio waves travel at the speed of light. They are generated by electric charges undergoing acceleration, such as time varying electric currents. Naturally occurring radio waves are emitted by lightning and astronomical objects. ",te,True,158,as high as 300 gigahertz (GHz) to as low as 30 hertz (Hz),300 గిగాహెర్ట్జ్ (GHz) నుండి 30 హెర్ట్జ్ (Hz) వరకు,False,True
